id,accession_number,artist,artistRole,artistId,title,dateText,medium,creditLine,year,acquisitionYear,dimensions,width,height,depth,units,inscription,thumbnailCopyright,thumbnailUrl,url
31369,D03974,"Turner, Joseph Mallord William",artist,558,"A Group of Ships Riding at Anchor, Seen from the Shore",c.1800–2,Ink and graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1800,1856,support: 117 x 182 mm,117,182,,mm,,,http://www.tate.org.uk/art/images/work/D/D03/D03974_8.jpg,http://www.tate.org.uk/art/artworks/turner-a-group-of-ships-riding-at-anchor-seen-from-the-shore-d03974
31370,D03975,"Turner, Joseph Mallord William",artist,558,"Four Ships at Anchor, Seen beyond Breakers",c.1800–2,Ink and graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1800,1856,support: 117 x 182 mm,117,182,,mm,,,http://www.tate.org.uk/art/images/work/D/D03/D03975_8.jpg,http://www.tate.org.uk/art/artworks/turner-four-ships-at-anchor-seen-beyond-breakers-d03975
31371,D03976,"Turner, Joseph Mallord William",artist,558,"Beached Fishing Boats near a Windlass, with Ships at Anchor Beyond",c.1800–2,Ink and graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1800,1856,support: 117 x 182 mm,117,182,,mm,,,http://www.tate.org.uk/art/images/work/D/D03/D03976_8.jpg,http://www.tate.org.uk/art/artworks/turner-beached-fishing-boats-near-a-windlass-with-ships-at-anchor-beyond-d03976
31372,D03977,"Turner, Joseph Mallord William",artist,558,"A Fishing Boat among Breakers, with the Crew Jumping Aboard",c.1800–2,Ink and graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1800,1856,support: 117 x 182 mm,117,182,,mm,,,http://www.tate.org.uk/art/images/work/D/D03/D03977_8.jpg,http://www.tate.org.uk/art/artworks/turner-a-fishing-boat-among-breakers-with-the-crew-jumping-aboard-d03977
31373,D03978,"Turner, Joseph Mallord William",artist,558,"A Fishing Boat and Crew among Breakers, with Another Boat further out to Sea",c.1800–2,Ink and graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1800,1856,support: 117 x 182 mm,117,182,,mm,,,http://www.tate.org.uk/art/images/work/D/D03/D03978_8.jpg,http://www.tate.org.uk/art/artworks/turner-a-fishing-boat-and-crew-among-breakers-with-another-boat-further-out-to-sea-d03978
31374,D03979,"Turner, Joseph Mallord William",artist,558,"A Capsized Boat and Crew, with Other Figures, among Breakers, with Another Boat Beyond",c.1800–2,Ink and graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1800,1856,support: 117 x 182 mm,117,182,,mm,,,http://www.tate.org.uk/art/images/work/D/D03/D03979_8.jpg,http://www.tate.org.uk/art/artworks/turner-a-capsized-boat-and-crew-with-other-figures-among-breakers-with-another-boat-beyond-d03979
31375,D03980,"Turner, Joseph Mallord William",artist,558,"A Capsized Boat and Crew, with Other Figures, among Breakers, with Another Boat Beyond",c.1800–2,Ink and graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1800,1856,support: 117 x 182 mm,117,182,,mm,,,http://www.tate.org.uk/art/images/work/D/D03/D03980_8.jpg,http://www.tate.org.uk/art/artworks/turner-a-capsized-boat-and-crew-with-other-figures-among-breakers-with-another-boat-beyond-d03980
31376,D03981,"Turner, Joseph Mallord William",artist,558,"A Beach with Breakers and Many Figures, with an Overturned Boat in the Surf and Shipping Beyond",c.1800–2,Ink and graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1800,1856,support: 117 x 182 mm,117,182,,mm,,,http://www.tate.org.uk/art/images/work/D/D03/D03981_8.jpg,http://www.tate.org.uk/art/artworks/turner-a-beach-with-breakers-and-many-figures-with-an-overturned-boat-in-the-surf-and-d03981
31377,D03982,"Turner, Joseph Mallord William",artist,558,"A Beach with Breakers and Many Figures, with an Overturned Boat in the Surf and Shipping Beyond",c.1800–2,Ink and graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1800,1856,support: 117 x 182 mm,117,182,,mm,,,http://www.tate.org.uk/art/images/work/D/D03/D03982_8.jpg,http://www.tate.org.uk/art/artworks/turner-a-beach-with-breakers-and-many-figures-with-an-overturned-boat-in-the-surf-and-d03982
31378,D03983,"Turner, Joseph Mallord William",artist,558,A Beach with Fishing Boats and Figures; A Man-of-War in the Distance,c.1800–2,Ink and graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1800,1856,support: 117 x 182 mm,117,182,,mm,,,http://www.tate.org.uk/art/images/work/D/D03/D03983_8.jpg,http://www.tate.org.uk/art/artworks/turner-a-beach-with-fishing-boats-and-figures-a-man-of-war-in-the-distance-d03983
31379,D03984,"Turner, Joseph Mallord William",artist,558,A Beach with Fishing Boats and Figures; A Man-of-War in the Distance,c.1800–2,Ink and graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1800,1856,support: 117 x 182 mm,117,182,,mm,,,http://www.tate.org.uk/art/images/work/D/D03/D03984_8.jpg,http://www.tate.org.uk/art/artworks/turner-a-beach-with-fishing-boats-and-figures-a-man-of-war-in-the-distance-d03984
31380,D03985,"Turner, Joseph Mallord William",artist,558,"A Rowing Boat in a Choppy Sea, with Sailing Boats Beyond",1800–1,Ink and graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1800,1856,support: 117 x 182 mm,117,182,,mm,,,http://www.tate.org.uk/art/images/work/D/D03/D03985_8.jpg,http://www.tate.org.uk/art/artworks/turner-a-rowing-boat-in-a-choppy-sea-with-sailing-boats-beyond-d03985
31381,D03986,"Turner, Joseph Mallord William",artist,558,"A Fishing Boat among Breakers, with Figures in the Water",1800–1,Ink and graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1800,1856,support: 117 x 182 mm,117,182,,mm,,,http://www.tate.org.uk/art/images/work/D/D03/D03986_8.jpg,http://www.tate.org.uk/art/artworks/turner-a-fishing-boat-among-breakers-with-figures-in-the-water-d03986
31382,D03987,"Turner, Joseph Mallord William",artist,558,"Fishermen Launching a Boat into Breakers, with Ships Beyond",1800–1,Ink and graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1800,1856,support: 117 x 182 mm,117,182,,mm,,,http://www.tate.org.uk/art/images/work/D/D03/D03987_8.jpg,http://www.tate.org.uk/art/artworks/turner-fishermen-launching-a-boat-into-breakers-with-ships-beyond-d03987
31383,D03988,"Turner, Joseph Mallord William",artist,558,"Fisherman Hauling a Boat, with Shipping beyond Breakers",1800–1,Ink and graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1800,1856,support: 117 x 182 mm,117,182,,mm,,,http://www.tate.org.uk/art/images/work/D/D03/D03988_8.jpg,http://www.tate.org.uk/art/artworks/turner-fisherman-hauling-a-boat-with-shipping-beyond-breakers-d03988
31384,D03989,"Turner, Joseph Mallord William",artist,558,A Fishing Boat being Launched,1800–1,Ink and graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1800,1856,support: 117 x 182 mm,117,182,,mm,,,http://www.tate.org.uk/art/images/work/D/D03/D03989_8.jpg,http://www.tate.org.uk/art/artworks/turner-a-fishing-boat-being-launched-d03989
31385,D03990,"Turner, Joseph Mallord William",artist,558,"A Fishing Boat Riding a Breaker close to the Shore, with Another Boat Beyond",1800–1,Ink and graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1800,1856,support: 117 x 182 mm,117,182,,mm,,,http://www.tate.org.uk/art/images/work/D/D03/D03990_8.jpg,http://www.tate.org.uk/art/artworks/turner-a-fishing-boat-riding-a-breaker-close-to-the-shore-with-another-boat-beyond-d03990
31386,D03991,"Turner, Joseph Mallord William",artist,558,"A Fishing Boat Riding a Breaker close to the Shore, with Another Boat Beyond",1800–1,Ink and graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1800,1856,support: 117 x 182 mm,117,182,,mm,,,http://www.tate.org.uk/art/images/work/D/D03/D03991_8.jpg,http://www.tate.org.uk/art/artworks/turner-a-fishing-boat-riding-a-breaker-close-to-the-shore-with-another-boat-beyond-d03991
31387,D03992,"Turner, Joseph Mallord William",artist,558,A Fishing Boat Riding a Breaker,1800–1,Ink and graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1800,1856,support: 117 x 182 mm,117,182,,mm,,,http://www.tate.org.uk/art/images/work/D/D03/D03992_8.jpg,http://www.tate.org.uk/art/artworks/turner-a-fishing-boat-riding-a-breaker-d03992
31388,D03993,"Turner, Joseph Mallord William",artist,558,Sketches of the Stern and Bows of a Fishing Boat,1800–1,Ink and graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1800,1856,support: 117 x 182 mm,117,182,,mm,,,http://www.tate.org.uk/art/images/work/D/D03/D03993_8.jpg,http://www.tate.org.uk/art/artworks/turner-sketches-of-the-stern-and-bows-of-a-fishing-boat-d03993
31389,D03994,"Turner, Joseph Mallord William",artist,558,An Anchor and Two Seated Figures on the Shore,c.1799–1802,Ink and graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 215 x 138 mm,215,138,,mm,,,http://www.tate.org.uk/art/images/work/D/D03/D03994_8.jpg,http://www.tate.org.uk/art/artworks/turner-an-anchor-and-two-seated-figures-on-the-shore-d03994
31390,D03995,"Turner, Joseph Mallord William",artist,558,A Large Castle on a Headland Overlooking the Sea (?Bamburgh),c.1799–1802,Ink and graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 215 x 138 mm,215,138,,mm,,,http://www.tate.org.uk/art/images/work/D/D03/D03995_8.jpg,http://www.tate.org.uk/art/artworks/turner-a-large-castle-on-a-headland-overlooking-the-sea-bamburgh-d03995
31391,D03996,"Turner, Joseph Mallord William",artist,558,Landscape with Distant Hills and Clouds,c.18799–1802,Ink and graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 215 x 138 mm,215,138,,mm,,,http://www.tate.org.uk/art/images/work/D/D03/D03996_8.jpg,http://www.tate.org.uk/art/artworks/turner-landscape-with-distant-hills-and-clouds-d03996
31392,D03997,"Turner, Joseph Mallord William",artist,558,"A Castle among Mountains, with Light on a Distant Peak, Perhaps a View of Careg Cennen, South Wales",c.1799–1802,Ink and graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 215 x 138 mm,215,138,,mm,,,http://www.tate.org.uk/art/images/work/D/D03/D03997_8.jpg,http://www.tate.org.uk/art/artworks/turner-a-castle-among-mountains-with-light-on-a-distant-peak-perhaps-a-view-of-careg-d03997
31393,D03998,"Turner, Joseph Mallord William",artist,558,Dunstanburgh Castle,c.1800–5,Pen and ink and chalk on paper,Accepted by the nation as part of the Turner Bequest 1856,1800,1856,support: 215 x 138 mm,215,138,,mm,,,http://www.tate.org.uk/art/images/work/D/D03/D03998_8.jpg,http://www.tate.org.uk/art/artworks/turner-dunstanburgh-castle-d03998
31394,D03999,"Turner, Joseph Mallord William",artist,558,A Cart and Two Horses,c.1799–1802,Ink and graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 215 x 138 mm,215,138,,mm,,,http://www.tate.org.uk/art/images/work/D/D03/D03999_8.jpg,http://www.tate.org.uk/art/artworks/turner-a-cart-and-two-horses-d03999
31395,D04000,"Turner, Joseph Mallord William",artist,558,A Sailing Boat,c.1799–1802,Ink and graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 215 x 138 mm,215,138,,mm,,,http://www.tate.org.uk/art/images/work/D/D04/D04000_8.jpg,http://www.tate.org.uk/art/artworks/turner-a-sailing-boat-d04000
31396,D04001,"Turner, Joseph Mallord William",artist,558,A Sailing Boat,c.1799–1802,Ink and graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 215 x 138 mm,215,138,,mm,,,http://www.tate.org.uk/art/images/work/D/D04/D04001_8.jpg,http://www.tate.org.uk/art/artworks/turner-a-sailing-boat-d04001
31397,D04002,"Turner, Joseph Mallord William",artist,558,A Distant Three-Masted Ship and Foreground Breakers,c.1799–1802,Ink and graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 215 x 138 mm,215,138,,mm,,,http://www.tate.org.uk/art/images/work/D/D04/D04002_8.jpg,http://www.tate.org.uk/art/artworks/turner-a-distant-three-masted-ship-and-foreground-breakers-d04002
31398,D04003,"Turner, Joseph Mallord William",artist,558,"A Bay, with Beached Ships and Figures",c.1799–1802,Ink and graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 215 x 138 mm,215,138,,mm,,,http://www.tate.org.uk/art/images/work/D/D04/D04003_8.jpg,http://www.tate.org.uk/art/artworks/turner-a-bay-with-beached-ships-and-figures-d04003
31399,D04004,"Turner, Joseph Mallord William",artist,558,"A Sailing Ship Seen from the Front, in Silhouette",c.1799–1802,Ink and graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 215 x 138 mm,215,138,,mm,,,http://www.tate.org.uk/art/images/work/D/D04/D04004_8.jpg,http://www.tate.org.uk/art/artworks/turner-a-sailing-ship-seen-from-the-front-in-silhouette-d04004
31400,D04005,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1802,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 215 x 138 mm,215,138,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d04005
31401,D04006,"Turner, Joseph Mallord William",artist,558,Study of Clouds,c.1799–1802,Ink and graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 215 x 138 mm,215,138,,mm,,,http://www.tate.org.uk/art/images/work/D/D04/D04006_8.jpg,http://www.tate.org.uk/art/artworks/turner-study-of-clouds-d04006
31402,D04007,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1802,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 215 x 138 mm,215,138,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d04007
31403,D04008,"Turner, Joseph Mallord William",artist,558,A Shepherd with Sheep and Cows near the Walls of a Ruined Castle,c.1799–1802,Ink and graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 215 x 138 mm,215,138,,mm,,,http://www.tate.org.uk/art/images/work/D/D04/D04008_8.jpg,http://www.tate.org.uk/art/artworks/turner-a-shepherd-with-sheep-and-cows-near-the-walls-of-a-ruined-castle-d04008
31404,D04009,"Turner, Joseph Mallord William",artist,558,Beached Boats with Ships at Sea Beyond,c.1799–1802,Ink and graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 215 x 138 mm,215,138,,mm,,,http://www.tate.org.uk/art/images/work/D/D04/D04009_8.jpg,http://www.tate.org.uk/art/artworks/turner-beached-boats-with-ships-at-sea-beyond-d04009
31405,D04010,"Turner, Joseph Mallord William",artist,558,Figures with Cattle near the Walls of a Castle,c.1799–1802,Ink and graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 215 x 138 mm,215,138,,mm,,,http://www.tate.org.uk/art/images/work/D/D04/D04010_8.jpg,http://www.tate.org.uk/art/artworks/turner-figures-with-cattle-near-the-walls-of-a-castle-d04010
31406,D04011,"Turner, Joseph Mallord William",artist,558,A Ship under Full Sail Seen in Silhouette,c.1799–1802,Ink and graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 215 x 138 mm,215,138,,mm,,,http://www.tate.org.uk/art/images/work/D/D04/D04011_8.jpg,http://www.tate.org.uk/art/artworks/turner-a-ship-under-full-sail-seen-in-silhouette-d04011
31407,D04012,"Turner, Joseph Mallord William",artist,558,A Group of Figures with a Woman Dancing to a Harpist,c.1799–1802,Ink and graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 215 x 138 mm,215,138,,mm,,,http://www.tate.org.uk/art/images/work/D/D04/D04012_8.jpg,http://www.tate.org.uk/art/artworks/turner-a-group-of-figures-with-a-woman-dancing-to-a-harpist-d04012
31408,D04013,"Turner, Joseph Mallord William",artist,558,"A Woman Seated, Listening (?to a Bard)",c.1799–1802,Ink and graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 215 x 138 mm,215,138,,mm,,,http://www.tate.org.uk/art/images/work/D/D04/D04013_8.jpg,http://www.tate.org.uk/art/artworks/turner-a-woman-seated-listening-to-a-bard-d04013
31409,D04014,"Turner, Joseph Mallord William",artist,558,Two Figures Supplicating (Above); Two Figures Registering Astonishment or Awe (Below),c.1799–1802,Ink and graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 215 x 138 mm,215,138,,mm,,,http://www.tate.org.uk/art/images/work/D/D04/D04014_8.jpg,http://www.tate.org.uk/art/artworks/turner-two-figures-supplicating-above-two-figures-registering-astonishment-or-awe-below-d04014
31410,D04015,"Turner, Joseph Mallord William",artist,558,"Two Groups of Figures: (Above) A Man and a Bundle on her Head; (Below) A Kneeling Woman with Another Fainting in her Lap, Perhaps Adapted from Poussin’s ‘Adoration of the Golden Calf’",c.1799–1802,Ink and graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 215 x 138 mm,215,138,,mm,,,http://www.tate.org.uk/art/images/work/D/D04/D04015_8.jpg,http://www.tate.org.uk/art/artworks/turner-two-groups-of-figures-above-a-man-and-a-bundle-on-her-head-below-a-kneeling-woman-d04015
31411,D04016,"Turner, Joseph Mallord William",artist,558,"A Man Standing with Arms Raised, Probably Connected with the Figures on the Right of ‘The Fifth Plague of Egypt’",c.1799–1802,Ink and graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 215 x 138 mm,215,138,,mm,,,http://www.tate.org.uk/art/images/work/D/D04/D04016_8.jpg,http://www.tate.org.uk/art/artworks/turner-a-man-standing-with-arms-raised-probably-connected-with-the-figures-on-the-right-of-d04016
